id_principal,name,date_enacted,year_enacted
C1967A00023,Dairying Industry Act 1967,1967-05-16,1967
C1967A00057,Defence Force Protection Act 1967,1967-09-09,1967
C1967A00091,Defence Forces Retirement Benefits (Pension Increases) Act 1967,1967-11-08,1967
C1967A00016,Diplomatic Privileges and Immunities Act 1967,1967-05-12,1967
C1967A00046,Excise Tariff Validation Act 1967,1967-05-25,1967
C1967A00077,Income Tax Act 1967,1967-11-06,1967
C1967A00087,Income Tax (Non-resident Dividends and Interest) Act 1967,1967-11-08,1967
C1967A00078,Income Tax (Partnerships and Trusts) Act 1967,1967-11-06,1967
C1967A00051,Industrial Research and Development Grants Act 1967,1967-05-26,1967
C1967A00093,International Grains Arrangement Act 1967,1967-11-09,1967
C1967A00094,International Wheat Agreement (Extension) Act 1967,1967-11-09,1967
C1967A00072,Loan Act 1967,1967-11-06,1967
C1967A00113,Loan (Airlines Equipment) Act 1967,1967-11-15,1967
C1967A00081,Loan (Housing) Act 1967,1967-11-08,1967
C1967A00112,Loan (Qantas Airways Limited) Act 1967,1967-11-15,1967
C1967A00006,Loan (War Service Land Settlement) Act 1967,1967-04-13,1967
C1967A00053,Narcotic Drugs Act 1967,1967-05-30,1967
C1967A00056,Natural Gas Pipeline (South Australia) Agreement Act 1967,1967-08-31,1967
C1967A00103,Nauru Independence Act 1967,1967-11-10,1967
C1967A00092,Parliamentary Retiring Allowances (Increases) Act 1967,1967-11-08,1967
C1967A00124,Petroleum (Ashmore and Cartier Islands) Act 1967,1967-11-22,1967
C1967A00118,Petroleum (Submerged Lands) Act 1967,1967-11-22,1967
C1967A00120,Petroleum (Submerged Lands) (Exploration Permit Fees) Act 1967,1967-11-22,1967
C1967A00122,Petroleum (Submerged Lands) (Pipeline Licence Fees) Act 1967,1967-11-22,1967
C1967A00121,Petroleum (Submerged Lands) (Production Licence Fees) Act 1967,1967-11-22,1967
C1967A00123,Petroleum (Submerged Lands) (Registration Fees) Act 1967,1967-11-22,1967
C1967A00119,Petroleum (Submerged Lands) (Royalty) Act 1967,1967-11-22,1967
C1967A00022,Sheltered Employment (Assistance) Act 1967,1967-05-12,1967
C1967A00042,Softwood Forestry Agreements Act 1967,1967-05-25,1967
C1967A00033,States Grants (Advanced Education) Act 1967,1967-05-24,1967
C1967A00008,States Grants (Science Laboratories) Act 1967,1967-04-19,1967
C1967A00098,States Grants (Special Assistance) Act 1967,1967-11-09,1967
C1967A00034,States Grants (Teachers Colleges) Act 1967,1967-05-24,1967
C1967A00073,States Grants (Water Resources Measurement) Act 1967,1967-11-06,1967
C1967A00109,Stevedoring Industry (Temporary Provisions) Act 1967 ,1967-11-14,1967
C1967A00095,Sugar Agreement Act 1967,1967-11-09,1967
C1967A00117,Sugar Industry Assistance Act 1967,1967-11-17,1967
C1967A00044,Sugar Marketing Assistance Agreement Act 1967,1967-05-25,1967
C1967A00090,Superannuation (Pension Increases) Act 1967,1967-11-08,1967
C1967A00036,Supply Act (No. 1) 1967-68,1967-05-25,1967
C1967A00037,Supply Act (No. 2) 1967-68,1967-05-25,1967
C1967A00031,Tasmania Grant (Fire Relief) Act 1967,1967-05-23,1967
C1967A00030,Trade Practices Act 1967,1967-05-23,1967
C1967A00106,Universities (Financial Assistance) Act 1967,1967-11-14,1967
C1968A00154,Aboriginal Enterprises (Assistance) Act 1968,1968-12-10,1968
C1968A00131,Airline Equipment (Loan Guarantee) Act 1968,1968-12-09,1968
C1968A00080,Appropriation Act (No. 1) 1968-69,1968-11-08,1968
C1968A00081,Appropriation Act (No. 2) 1968-69,1968-11-08,1968
C1969A00027,Appropriation Act (No. 3) 1968-69,1969-06-04,1969
C1969A00028,Appropriation Act (No. 4) 1968-69,1969-06-04,1969
C1968A00149,Continental Shelf (Living Natural Resources) Act 1968,1968-12-09,1968
C1968A00063,Copyright Act 1968,1968-06-27,1968
C1968A00137,Customs Tariff Validation Act 1968,1968-12-09,1968
C1968A00072,Income Tax Act 1968,1968-10-31,1968
C1968A00073,Income Tax (Partnerships and Trusts) Act 1968,1968-10-31,1968
C1968A00045,International Development Association (Additional Contribution) Act 1968,1968-06-19,1968
C1968A00151,Judges' Pensions Act 1968,1968-12-10,1968
C1968A00136,Lands Acquisition (Defence) Act 1968,1968-12-09,1968
C1968A00135,Loan Act (No. 2) 1968,1968-12-09,1968
C1968A00046,Loan (Airlines Equipment) Act 1968,1968-06-21,1968
C1968A00133,Loan (Defence) Act 1968,1968-12-09,1968
C1968A00079,Loan (Housing) Act 1968,1968-11-06,1968
C1968A00122,Loan (Housing) Act (No. 2) 1968,1968-12-03,1968
C1968A00132,Loan (Qantas Airways Limited) Act 1968,1968-12-09,1968
C1968A00085,Loan (War Service Land Settlement) Act 1968,1968-11-21,1968
C1968A00153,Loans (Australian National Airlines Commission) Act 1968,1968-12-10,1968
C1968A00143,Meat Legislation Repeal Act 1968,1968-12-09,1968
C1968A00142,Meat Research Act 1968,1968-12-09,1968
C1968A00051,National Service Act 1968,1968-06-24,1968
C1968A00005,Northern Territory (Administration) Act 1968,1968-05-08,1968
C1968A00047,Northern Territory (Administration) Act (No. 2) 1968,1968-06-21,1968
C1968A00071,Papua and New Guinea Loan (International Bank) Act 1968,1968-10-25,1968
C1968A00036,Privy Council (Limitation of Appeals) Act 1968,1968-06-10,1968
C1968A00035,Queensland Grant (Maraboon Dam) Act 1968,1968-06-13,1968
C1968A00043,Railway Agreement (New South Wales) Act 1968,1968-06-19,1968
C1968A00126,Railway Agreement (New South Wales and South Australia) Act 1968,1968-12-03,1968
C1968A00041,Railway Agreement (Queensland) Act 1968,1968-06-19,1968
C1968A00155,States Grants (Aboriginal Advancement) Act 1968,1968-12-10,1968
C1968A00044,States Grants (Beef Cattle Roads) Act 1968,1968-06-19,1968
C1968A00048,States Grants (Deserted Wives) Act 1968,1968-06-21,1968
C1968A00029,States Grants (Drought Assistance) Act 1968,1968-06-07,1968
C1968A00030,States Grants (Drought Reimbursement) Act 1968,1968-06-07,1968
C1968A00115,States Grants (Pre-school Teachers Colleges) Act 1968,1968-12-02,1968
C1968A00012,States Grants (Science Laboratories) Act 1968,1968-05-15,1968
C1968A00125,States Grants (Secondary Schools Libraries) Act 1968,1968-12-03,1968
C1968A00138,States Grants (Special Assistance) Act 1968,1968-12-09,1968
C1968A00053,States Grants (Technical Training) Act 1968,1968-06-24,1968
C1968A00022,Supply Act (No. 1) 1968-69,1968-05-22,1968
C1968A00023,Supply Act (No. 2) 1968-69,1968-05-22,1968
C1968A00042,Tasmania Agreement (Hydro-Electric Power Development) Act 1968,1968-06-19,1968
C1968A00054,United States Naval Communication Station (Civilian Employees) Act 1968,1968-06-24,1968
C1968A00034,Victoria Grant (River Murray Salinity) Act 1968,1968-06-13,1968
C1968A00050,Western Australia Agreement (Ord River Irrigation) Act 1968,1968-06-21,1968
C1968A00098,Wheat Export Charge Act 1968,1968-11-22,1968
C1968A00097,Wheat Industry Stabilization Act 1968,1968-11-22,1968
C1969A00097,Airline Equipment (Loan Guarantee) Act 1969,1969-09-27,1969
C1969A00085,Appropriation Act (No. 1) 1969-70,1969-09-27,1969
C1969A00086,Appropriation Act (No. 2) 1969-70,1969-09-27,1969
C1970A00010,Appropriation Act (No. 3) 1969-70,1970-05-27,1970
C1970A00011,Appropriation Act (No. 4) 1969-70,1970-05-27,1970
C1969A00048,Australian Capital Territory Stamp Duty Act 1969,1969-06-14,1969
C1969A00043,Australian Capital Territory Tax (Cheques) Act 1969,1969-06-14,1969
C1969A00044,Australian Capital Territory Tax (Hire-purchase Business) Act 1969,1969-06-14,1969
C1969A00045,Australian Capital Territory Tax (Insurance Business) Act 1969,1969-06-14,1969
C1969A00047,Australian Capital Territory Tax (Purchases of Marketable Securities) Act 1969,1969-06-14,1969
C1969A00046,Australian Capital Territory Tax (Sales of Marketable Securities) Act 1969,1969-06-14,1969
C1969A00042,Australian Capital Territory Taxation (Administration) Act 1969,1969-06-14,1969
C1969A00083,Book Bounty Act 1969 ,1969-09-26,1969
C1969A00035,Chicken Meat Research Act 1969,1969-06-14,1969
C1969A00041,Commonwealth Aid Roads Act 1969,1969-06-14,1969
C1969A00058,Coral Sea Islands Act 1969,1969-09-02,1969
C1969A00084,Customs Tariff Validation Act 1969,1969-09-26,1969
C1969A00025,Decimal Currency Board (Abolition) Act 1969,1969-06-04,1969
C1969A00060,Defence (Parliamentary Candidates) Act 1969,1969-09-05,1969
C1969A00080,Fishing Industry Research Act 1969,1969-09-26,1969
C1969A00073,Income Tax Act 1969,1969-09-26,1969
C1969A00100,Income Tax (Drought Bonds) Act 1969,1969-09-27,1969
C1969A00074,Income Tax (Partnerships and Trusts) Act 1969,1969-09-26,1969
C1969A00023,Independent Schools (Loans Guarantee) Act 1969,1969-06-04,1969
C1969A00009,International Sugar Agreement Act 1969,1969-04-21,1969
C1969A00099,Loan (Drought Bonds) Act 1969,1969-09-27,1969
C1969A00059,Loan (Housing) Act 1969,1969-09-02,1969
C1969A00003,Loan (Supplementary Borrowing) Act 1969,1969-04-08,1969
C1969A00098,Loans (Australian National Airlines Commission) Act 1969,1969-09-27,1969
C1969A00036,Meat Chicken Levy Act 1969,1969-06-14,1969
C1969A00037,Meat Chicken Levy Collection Act 1969,1969-06-14,1969
C1969A00053,New South Wales Grant (Gwydir River Dam) Act 1969,1969-06-14,1969
C1969A00088,Northern Territory (Administration) Act 1969,1969-09-27,1969
C1969A00092,Public Works Committee Act 1969,1969-09-27,1969
C1969A00017,Scholarships Act 1969,1969-05-09,1969
C1969A00052,South Australia Grant (Tailem Bend to Keith Pipeline) Act 1969,1969-06-14,1969
C1969A00077,States Grants (Aboriginal Advancement) Act 1969,1969-09-26,1969
C1969A00081,States Grants (Advanced Education) Act 1969,1969-09-26,1969
C1969A00087,States Grants (Dwellings for Aged Pensioners) Act 1969,1969-09-27,1969
C1969A00049,States Grants (Home Care) Act 1969,1969-06-14,1969
C1969A00089,States Grants (Independent Schools) Act 1969,1969-09-27,1969
C1969A00051,States Grants (Nursing Homes) Act 1969,1969-06-14,1969
C1969A00050,States Grants (Paramedical Services) Act 1969,1969-06-14,1969
C1969A00056,States Grants (Special Financial Assistance) Act 1969,1969-06-14,1969
C1969A00076,States Grants (Universities) Act 1969,1969-09-26,1969
C1969A00029,Supply Act (No. 1) 1969-70,1969-06-04,1969
C1969A00030,Supply Act (No. 2) 1969-70,1969-06-04,1969
C1969A00091,Tasmania Grant Act 1969,1969-09-27,1969
C1969A00071,Tasmania Grant (Cressy-Longford Irrigation Works) Act 1969,1969-09-22,1969
C1969A00054,Victoria Grant (King River Dam) Act 1969,1969-06-14,1969
C1970A00057,Anglo-Australian Telescope Agreement Act 1970,1970-09-01,1970
C1970A00094,Appropriation Act (No. 1) 1970-71,1970-11-04,1970
C1970A00095,Appropriation Act (No. 2) 1970-71,1970-11-04,1970
C1971A00023,Appropriation Act (No. 3) 1970-71,1971-05-05,1971
C1971A00024,Appropriation Act (No. 4) 1970-71,1971-05-05,1971
C1970A00113,Asian Development Bank (Special Funds Contributions) Act 1970,1970-11-11,1970
C1970A00021,Australian Film Development Corporation Act 1970,1970-06-17,1970
C1970A00015,Australian Industry Development Corporation Act 1970,1970-06-10,1970
C1970A00019,Australian Institute of Marine Science Act 1970,1970-06-17,1970
C1970A00103,Australian Wool Commission Act 1970,1970-11-04,1970
C1970A00017,Civil Aviation (Offenders on International Aircraft) Act 1970,1970-06-12,1970
C1970A00121,Commonwealth Places (Application of Laws) Act 1970,1970-11-11,1970
C1970A00104,Customs Tariff Validation Act 1970,1970-11-04,1970
C1970A00047,Dairying Industry Act 1970,1970-06-24,1970
C1970A00045,Dairying Industry Equalization Act 1970,1970-06-24,1970
C1970A00046,Dairying Industry Equalization Legislation Referendum Act 1970,1970-06-24,1970
C1970A00043,Dairying Industry Levy Act 1970,1970-06-24,1970
C1970A00044,Dairying Industry Levy Collection Act 1970,1970-06-24,1970
C1970A00007,Dartmouth Reservoir Agreement Act 1970,1970-05-01,1970
C1970A00005,Delivered Meals Subsidy Act 1970,1970-04-15,1970
C1970A00112,Education Research Act 1970,1970-11-11,1970
C1970A00028,Gladstone Power Station Agreement Act 1970,1970-06-17,1970
C1970A00027,Handicapped Children (Assistance) Act 1970,1970-06-17,1970
C1970A00088,Income Tax Act 1970,1970-10-27,1970
C1970A00089,Income Tax (Partnerships and Trusts) Act 1970,1970-10-27,1970
C1970A00025,International Monetary Agreements Act 1970,1970-06-17,1970
C1970A00031,Loan Act 1970,1970-06-20,1970
C1970A00003,Loan (Australian Wheat Board) Act 1970,1970-03-24,1970
C1970A00037,Loan (Defence) Act 1970,1970-06-23,1970
C1970A00127,Loan (Defence) Act (No. 2) 1970,1970-11-11,1970
C1970A00096,Loan (Housing) Act 1970,1970-11-04,1970
C1970A00040,Loan (War Service Land Settlement) Act 1970,1970-06-24,1970
C1970A00035,Marginal Dairy Farms Agreements Act 1970,1970-06-23,1970
C1970A00016,Metric Conversion Act 1970,1970-06-12,1970
C1970A00107,Papua and New Guinea Loan (International Bank) Act 1970,1970-11-10,1970
C1970A00008,Parliamentary Counsel Act 1970,1970-05-15,1970
C1970A00023,Port Augusta to Whyalla Railway Act 1970,1970-06-17,1970
C1970A00032,Queensland Grant (Bundaberg Irrigation Works) Act 1970,1970-06-23,1970
C1970A00006,River Murray Waters Act 1970,1970-05-01,1970
C1970A00039,Snowy Mountains Engineering Corporation Act 1970,1970-06-24,1970
C1970A00116,States Grants (Aboriginal Advancement) Act 1970,1970-11-11,1970
C1970A00109,States Grants Act 1970,1970-11-11,1970
C1970A00118,States Grants (Advanced Education) Act 1970,1970-11-11,1970
C1970A00111,States Grants (Capital Assistance) Act 1970,1970-11-11,1970
C1970A00110,States Grants (Debt Charges Assistance) Act 1970,1970-11-11,1970
C1970A00102,States Grants (Receipts Duty) Act 1970,1970-11-04,1970
C1970A00119,States Grants (Special Assistance) Act 1970,1970-11-11,1970
C1970A00030,States Grants (Special Financial Assistance) Act 1970,1970-06-20,1970
C1970A00026,States Grants (Teachers Colleges) Act 1970,1970-06-17,1970
C1970A00020,States Grants (Universities) Act 1970,1970-06-17,1970
C1970A00108,States Grants (Water Resources Measurement) Act 1970,1970-11-11,1970
C1970A00097,States Receipts Duties (Administration) Act 1970,1970-11-04,1970
C1970A00101,States Receipts Duties (Exemption) Act 1970,1970-11-04,1970
C1970A00098,States Receipts Duty Act (No. 1) 1970,1970-11-04,1970
C1970A00099,States Receipts Duty Act (No. 2) 1970,1970-11-04,1970
C1970A00100,States Receipts Duty Act (No. 3) 1970,1970-11-04,1970
C1970A00012,Supply Act (No. 1) 1970-71,1970-05-27,1970
C1970A00013,Supply Act (No. 2) 1970-71,1970-05-27,1970
C1970A00085,Wireless Telegraphy Regulations Act 1970,1970-10-26,1970
C1971A00081,Apple and Pear Stabilization Act 1971,1971-10-20,1971
C1971A00082,Apple and Pear Stabilization Export Duty Act 1971,1971-10-20,1971
C1971A00083,Apple and Pear Stabilization Export Duty Collection Act 1971,1971-10-20,1971
C1971A00118,Appropriation Act (No. 1) 1971-72,1971-12-09,1971
C1971A00119,Appropriation Act (No. 2) 1971-72,1971-12-09,1971
C1971A00125,Appropriation Act (No. 3) 1971-72,1971-12-13,1971
C1972A00040,Appropriation Act (No. 4) 1971-72,1972-06-06,1972
C1972A00041,Appropriation Act (No. 5) 1971-72,1972-06-06,1972
C1971A00066,Australian Capital Territory Evidence (Temporary Provisions) Act 1971,1971-08-26,1971
C1971A00116,Australian Commission on Advanced Education Act 1971,1971-12-09,1971
C1971A00048,Compensation (Commonwealth Employees) Act 1971 ,1971-05-25,1971
C1971A00015,Criminology Research Act 1971,1971-04-06,1971
C1971A00045,Customs Tariff Validation Act 1971,1971-05-20,1971
C1971A00124,Customs Tariff Validation Act (No. 2) 1971,1971-12-13,1971
C1971A00047,Defence Forces Retirement Benefits Act 1971,1971-05-25,1971
C1971A00074,Defence Forces Retirement Benefits (Pension Increases) Act 1971,1971-10-01,1971
C1971A00002,Defence Pay Act 1971,1971-03-12,1971
C1971A00019,Dried Fruits Levy Act 1971,1971-04-27,1971
C1971A00020,Dried Fruits Levy Collection Act 1971,1971-04-27,1971
C1971A00021,Dried Fruits Research Act 1971,1971-04-27,1971
C1971A00131,Dried Vine Fruits Levy Act 1971,1971-12-16,1971
C1971A00132,Dried Vine Fruits Levy Collection Act 1971,1971-12-16,1971
C1971A00133,Dried Vine Fruits Stabilization Act 1971,1971-12-16,1971
C1971A00110,Export Incentive Grants Act 1971,1971-12-06,1971
C1971A00003,Immigration (Education) Act 1971,1971-03-12,1971
C1971A00092,Income Tax Act 1971,1971-11-12,1971
C1971A00055,Income Tax (Bearer Debentures) Act 1971,1971-05-25,1971
C1971A00056,Income Tax (Withholding Tax Recoupment) Act 1971,1971-05-25,1971
C1971A00034,International Development Association (Further Payment) Act 1971,1971-05-17,1971
C1971A00031,International Tin Agreement Act 1971,1971-05-17,1971
C1971A00039,International Wheat Agreement Act 1971,1971-05-18,1971
C1971A00137,Judicial Appointment (Fiji) Act 1971,1971-12-16,1971
C1971A00036,Loan Act 1971,1971-05-17,1971
C1971A00011,Loan (Australian Wheat Board) Act 1971,1971-03-31,1971
C1971A00103,Loan (Defence) Act 1971,1971-11-26,1971
C1971A00121,Loan (War Service Land Settlement) Act 1971,1971-12-13,1971
C1971A00035,Loans (Qantas Airways Limited) Act 1971,1971-05-17,1971
C1971A00094,Loans (Qantas Airways Limited) Act (No. 2) 1971,1971-11-12,1971
C1971A00102,Matrimonial Causes Act 1971,1971-11-17,1971
C1971A00080,National Service Act 1971,1971-10-08,1971
C1971A00010,New South Wales Grant (Flood Mitigation) Act 1971,1971-03-29,1971
C1971A00128,New South Wales Grant (Leeton Co-operative Cannery Limited) Act 1971,1971-12-16,1971
C1971A00025,Northern Territory Railway Extension Act 1971,1971-05-13,1971
C1971A00058,Papua and New Guinea Act 1971,1971-05-25,1971
C1971A00027,Papua and New Guinea Loan (International Bank) Act 1971,1971-05-13,1971
C1971A00123,Papua New Guinea Act 1971,1971-12-13,1971
C1971A00075,Parliamentary Retiring Allowances (Increases) Act 1971,1971-10-01,1971
C1971A00104,Pay-roll Tax (State Taxation of Commonwealth Authorities) Act 1971,1971-11-30,1971
C1971A00076,Pay-roll Tax (Termination of Commonwealth Tax) Act 1971,1971-10-06,1971
C1971A00078,Pay-roll Tax (Territories) Act 1971,1971-10-06,1971
C1971A00077,Pay-roll Tax (Territories) Assessment Act 1971,1971-10-06,1971
C1971A00030,Pig Industry Research Act 1971,1971-05-17,1971
C1971A00028,Pig Slaughter Levy Act 1971,1971-05-17,1971
C1971A00029,Pig Slaughter Levy Collection Act 1971,1971-05-17,1971
C1971A00026,Public Order (Protection of Persons and Property) Act 1971,1971-05-13,1971
C1971A00101,Railway Agreement (Tasmania) Act 1971,1971-11-17,1971
C1971A00068,Repatriation Act (No. 2) 1971,1971-09-29,1971
C1971A00138,Restrictive Trade Practices Act 1971,1971-12-20,1971
C1971A00022,Salaries Act 1971,1971-05-04,1971
C1971A00136,Salaries (Statutory Offices) Adjustment Act 1971,1971-12-16,1971
C1971A00127,South Australia Grant (Fruit Canneries) Act 1971,1971-12-16,1971
C1971A00130,States Grants (Aboriginal Advancement) Act 1971,1971-12-16,1971
C1971A00135,States Grants Act (No. 2) 1971,1971-12-16,1971
C1971A00113,States Grants (Advanced Education) Act 1971,1971-12-09,1971
C1971A00129,States Grants (Capital Assistance) Act 1971,1971-12-16,1971
C1971A00111,States Grants (Housing) Act 1971,1971-12-06,1971
